timestamp,zone,crowd_count,zone_capacity,density_ratio,avg_wait_time,entry_rate,exit_rate,temperature,hour,day_of_week,event_type,risk_level
2025-01-01 16:30:00,Main Hall,3090,4000,0.772,20.2,101,65,33.9,16,2,Weather Disruption,High
2025-01-01 16:40:00,Gate A,671,1000,0.671,16.0,83,90,28.8,16,2,Peak Hour,Medium
2025-01-01 16:50:00,Food Court,1096,1200,0.913,21.2,82,79,28.9,16,2,Peak Hour,High
2025-01-01 17:00:00,Gate B,524,1000,0.524,12.4,56,55,23.9,17,2,Normal Day,Low
2025-01-01 17:10:00,Parking Area,1285,1500,0.857,19.8,106,110,18.6,17,2,Special Event,High
2025-01-01 17:20:00,Service Corridor,258,500,0.516,16.2,60,42,24.4,17,2,Maintenance Window,Medium
2025-01-01 17:30:00,Gate B,505,1000,0.505,14.5,60,65,33.9,17,2,Normal Day,Medium
2025-01-01 17:40:00,Gate B,170,1000,0.17,10.7,60,44,20.7,17,2,Normal Day,Low
2025-01-01 17:50:00,Main Hall,3600,4000,0.9,25.3,86,74,38.1,17,2,Weather Disruption,High
2025-01-01 18:00:00,Emergency Exit,644,600,1.073,33.0,133,96,34.3,18,2,Special Event,High
2025-01-01 18:10:00,Gate A,464,1000,0.464,16.1,57,71,31.7,18,2,Maintenance Window,Low
2025-01-01 18:20:00,Parking Area,507,1500,0.338,7.6,74,108,36.8,18,2,Normal Day,Low
2025-01-01 18:30:00,Gate B,829,1000,0.829,22.8,90,83,30.3,18,2,Special Event,High
2025-01-01 18:40:00,Main Hall,1581,4000,0.395,18.1,65,68,31.2,18,2,Normal Day,Low
2025-01-01 18:50:00,Parking Area,1047,1500,0.698,18.9,90,53,32.6,18,2,Special Event,High
2025-01-01 19:00:00,Prayer Area,448,800,0.56,19.3,94,117,38.2,19,2,Weather Disruption,Medium
2025-01-01 19:10:00,Gate B,797,1000,0.797,22.7,124,125,29.3,19,2,Special Event,High
2025-01-01 19:20:00,Gate B,782,1000,0.782,20.6,96,86,27.5,19,2,Special Event,High
2025-01-01 19:30:00,Service Corridor,263,500,0.526,16.3,81,64,35.6,19,2,Weather Disruption,High
2025-01-01 19:40:00,Prayer Area,491,800,0.614,14.0,48,16,38.1,19,2,Weather Disruption,High
2025-01-01 19:50:00,Parking Area,1353,1500,0.902,15.8,115,125,24.4,19,2,Special Event,High
2025-01-01 20:00:00,Food Court,501,1200,0.417,12.2,94,131,36.3,20,2,Weather Disruption,Medium
2025-01-01 20:10:00,Prayer Area,618,800,0.772,20.7,92,84,45.9,20,2,Peak Hour,High
2025-01-01 20:20:00,Parking Area,1209,1500,0.806,20.6,98,99,30.2,20,2,Special Event,High
2025-01-01 20:30:00,Service Corridor,188,500,0.376,13.5,21,34,25.1,20,2,Normal Day,Low
2025-01-01 20:40:00,Parking Area,408,1500,0.272,7.9,51,29,28.0,20,2,Maintenance Window,Low
2025-01-01 20:50:00,Parking Area,893,1500,0.595,14.1,94,81,20.5,20,2,Peak Hour,Low
2025-01-01 21:00:00,Gate B,489,1000,0.489,14.4,79,71,34.7,21,2,Peak Hour,Low
2025-01-01 21:10:00,Main Hall,1401,4000,0.35,12.6,88,84,25.5,21,2,Weather Disruption,Low
2025-01-01 21:20:00,Food Court,208,1200,0.173,6.6,35,31,35.2,21,2,Maintenance Window,Low
2025-01-01 21:30:00,Emergency Exit,178,600,0.297,5.9,45,49,29.3,21,2,Maintenance Window,Low
2025-01-01 21:40:00,Emergency Exit,437,600,0.728,19.3,65,69,32.6,21,2,Weather Disruption,High
2025-01-01 21:50:00,Food Court,839,1200,0.699,17.5,116,119,37.2,21,2,Special Event,High
2025-01-01 22:00:00,Food Court,305,1200,0.254,8.6,57,50,27.1,22,2,Peak Hour,Low
2025-01-01 22:10:00,Main Hall,2274,4000,0.569,17.8,92,79,30.0,22,2,Special Event,High
2025-01-01 22:20:00,Gate A,786,1000,0.786,22.2,113,75,29.6,22,2,Special Event,High
2025-01-01 22:30:00,Parking Area,470,1500,0.313,13.5,55,79,31.4,22,2,Normal Day,Low
2025-01-01 22:40:00,Food Court,24,1200,0.02,5.6,0,0,32.3,22,2,Normal Day,Low
2025-01-01 22:50:00,Food Court,473,1200,0.394,16.8,68,98,30.0,22,2,Peak Hour,Medium
2025-01-01 23:00:00,Service Corridor,236,500,0.472,11.4,77,64,23.2,23,2,Peak Hour,Low
2025-01-01 23:10:00,Prayer Area,308,800,0.385,12.6,47,47,31.1,23,2,Normal Day,Low
2025-01-01 23:20:00,Food Court,399,1200,0.333,14.6,67,31,32.2,23,2,Peak Hour,Medium
2025-01-01 23:30:00,Emergency Exit,291,600,0.485,16.9,85,83,23.0,23,2,Peak Hour,Medium
2025-01-01 23:40:00,Food Court,343,1200,0.286,9.4,32,49,37.4,23,2,Maintenance Window,Low
2025-01-01 23:50:00,Food Court,240,1200,0.2,9.5,47,51,30.7,23,2,Maintenance Window,Low
2025-01-02 00:00:00,Gate B,122,1000,0.122,5.4,42,44,31.7,0,3,Maintenance Window,Low
2025-01-02 00:10:00,Gate B,300,1000,0.3,11.7,21,48,27.5,0,3,Maintenance Window,Low
2025-01-02 00:20:00,Service Corridor,163,500,0.326,11.3,68,51,33.1,0,3,Peak Hour,Low
2025-01-02 00:30:00,Prayer Area,375,800,0.469,16.2,43,38,27.1,0,3,Weather Disruption,Medium
2025-01-02 00:40:00,Main Hall,1341,4000,0.335,14.9,44,37,32.4,0,3,Maintenance Window,Low
2025-01-02 00:50:00,Food Court,646,1200,0.538,14.2,89,105,33.2,0,3,Weather Disruption,High
2025-01-02 01:00:00,Food Court,688,1200,0.573,14.3,83,60,32.7,1,3,Special Event,Medium
2025-01-02 01:10:00,Prayer Area,222,800,0.278,9.5,68,115,31.1,1,3,Weather Disruption,Medium
2025-01-02 01:20:00,Emergency Exit,157,600,0.262,10.1,45,44,37.3,1,3,Maintenance Window,Low
2025-01-02 01:30:00,Main Hall,1399,4000,0.35,11.5,53,63,45.2,1,3,Weather Disruption,Low
2025-01-02 01:40:00,Food Court,95,1200,0.079,5.1,7,0,31.1,1,3,Maintenance Window,Low
2025-01-02 01:50:00,Parking Area,214,1500,0.143,11.5,37,36,32.2,1,3,Maintenance Window,Low
2025-01-02 02:00:00,Parking Area,598,1500,0.399,8.6,48,62,36.6,2,3,Weather Disruption,Low
2025-01-02 02:10:00,Gate B,684,1000,0.684,19.6,91,99,37.9,2,3,Special Event,High
2025-01-02 02:20:00,Gate A,597,1000,0.597,20.5,89,104,40.6,2,3,Weather Disruption,Medium
2025-01-02 02:30:00,Main Hall,245,4000,0.061,3.0,49,66,37.4,2,3,Maintenance Window,Low
2025-01-02 02:40:00,Gate B,560,1000,0.56,16.6,97,102,28.2,2,3,Special Event,High
2025-01-02 02:50:00,Main Hall,1368,4000,0.342,11.5,38,35,29.1,2,3,Normal Day,Low
2025-01-02 03:00:00,Food Court,563,1200,0.469,13.6,43,29,36.7,3,3,Weather Disruption,Medium
2025-01-02 03:10:00,Gate A,289,1000,0.289,14.2,48,51,29.6,3,3,Normal Day,Low
2025-01-02 03:20:00,Food Court,425,1200,0.354,5.8,79,67,33.5,3,3,Special Event,Low
2025-01-02 03:30:00,Main Hall,1727,4000,0.432,16.6,56,76,31.4,3,3,Normal Day,Low
2025-01-02 03:40:00,Gate B,646,1000,0.646,18.2,121,58,22.9,3,3,Special Event,High
2025-01-02 03:50:00,Parking Area,315,1500,0.21,4.1,21,6,42.3,3,3,Maintenance Window,Low
2025-01-02 04:00:00,Parking Area,440,1500,0.293,7.0,19,17,25.0,4,3,Normal Day,Low
2025-01-02 04:10:00,Gate A,433,1000,0.433,14.0,78,89,31.4,4,3,Weather Disruption,Medium
2025-01-02 04:20:00,Food Court,406,1200,0.338,11.4,20,15,31.8,4,3,Maintenance Window,Low
2025-01-02 04:30:00,Service Corridor,354,500,0.708,22.6,80,97,47.7,4,3,Weather Disruption,High
2025-01-02 04:40:00,Parking Area,339,1500,0.226,13.4,29,6,27.6,4,3,Normal Day,Low
2025-01-02 04:50:00,Gate A,259,1000,0.259,7.7,35,20,41.4,4,3,Normal Day,Low
2025-01-02 05:00:00,Prayer Area,183,800,0.229,8.5,26,0,23.1,5,3,Maintenance Window,Low
2025-01-02 05:10:00,Parking Area,216,1500,0.144,11.1,33,57,32.1,5,3,Maintenance Window,Low
2025-01-02 05:20:00,Parking Area,649,1500,0.433,15.7,44,56,32.8,5,3,Normal Day,Low
2025-01-02 05:30:00,Service Corridor,216,500,0.432,13.8,78,67,38.1,5,3,Weather Disruption,Medium
2025-01-02 05:40:00,Gate B,556,1000,0.556,20.1,43,75,27.3,5,3,Normal Day,Medium
2025-01-02 05:50:00,Service Corridor,119,500,0.238,3.8,34,7,34.8,5,3,Maintenance Window,Low
2025-01-02 06:00:00,Parking Area,1296,1500,0.864,20.8,98,97,29.8,6,3,Special Event,High
2025-01-02 06:10:00,Main Hall,2099,4000,0.525,15.8,68,63,29.8,6,3,Normal Day,Medium
2025-01-02 06:20:00,Emergency Exit,425,600,0.708,21.5,93,125,45.2,6,3,Weather Disruption,High
2025-01-02 06:30:00,Gate A,555,1000,0.555,16.3,69,101,39.8,6,3,Weather Disruption,Medium
2025-01-02 06:40:00,Main Hall,218,4000,0.054,0.0,42,45,31.3,6,3,Maintenance Window,Low
2025-01-02 06:50:00,Prayer Area,696,800,0.87,25.6,93,89,36.0,6,3,Weather Disruption,High
2025-01-02 07:00:00,Gate B,1000,1000,1.0,21.3,103,66,25.2,7,3,Special Event,High
2025-01-02 07:10:00,Emergency Exit,256,600,0.427,15.2,88,70,17.6,7,3,Peak Hour,Low
2025-01-02 07:20:00,Prayer Area,452,800,0.565,15.4,78,80,26.6,7,3,Special Event,High
2025-01-02 07:30:00,Food Court,1144,1200,0.953,24.4,103,60,36.0,7,3,Peak Hour,High
2025-01-02 07:40:00,Food Court,407,1200,0.339,6.8,44,63,31.5,7,3,Maintenance Window,Low
2025-01-02 07:50:00,Parking Area,793,1500,0.529,10.0,41,58,31.4,7,3,Normal Day,Low
2025-01-02 08:00:00,Parking Area,1186,1500,0.791,23.4,128,130,34.0,8,3,Weather Disruption,High
2025-01-02 08:10:00,Main Hall,1637,4000,0.409,9.9,87,97,26.3,8,3,Normal Day,Low
2025-01-02 08:20:00,Emergency Exit,422,600,0.703,21.2,64,73,47.6,8,3,Weather Disruption,High
2025-01-02 08:30:00,Food Court,1086,1200,0.905,22.7,105,82,34.6,8,3,Special Event,High
2025-01-02 08:40:00,Main Hall,2967,4000,0.742,21.5,72,85,36.2,8,3,Peak Hour,High
2025-01-02 08:50:00,Emergency Exit,500,600,0.833,23.5,65,67,39.8,8,3,Weather Disruption,High
2025-01-02 09:00:00,Parking Area,1587,1500,1.058,31.7,134,62,28.4,9,3,Special Event,High
2025-01-02 09:10:00,Main Hall,3381,4000,0.845,26.3,77,71,25.4,9,3,Peak Hour,High
2025-01-02 09:20:00,Service Corridor,162,500,0.324,12.5,12,46,33.0,9,3,Maintenance Window,Low
2025-01-02 09:30:00,Food Court,731,1200,0.609,20.9,75,75,35.5,9,3,Weather Disruption,High
2025-01-02 09:40:00,Gate B,1053,1000,1.053,29.1,115,106,27.9,9,3,Special Event,High
2025-01-02 09:50:00,Food Court,1115,1200,0.929,28.5,80,124,43.0,9,3,Weather Disruption,High
2025-01-02 10:00:00,Service Corridor,421,500,0.842,21.9,99,109,30.9,10,3,Peak Hour,High
2025-01-02 10:10:00,Gate B,1177,1000,1.177,31.9,131,106,25.4,10,3,Special Event,High
2025-01-02 10:20:00,Emergency Exit,657,600,1.095,27.8,110,40,23.8,10,3,Special Event,High
2025-01-02 10:30:00,Prayer Area,888,800,1.11,24.2,139,115,31.5,10,3,Special Event,High
2025-01-02 10:40:00,Gate A,1030,1000,1.03,24.9,109,101,29.5,10,3,Special Event,High
2025-01-02 10:50:00,Prayer Area,842,800,1.052,34.0,117,131,31.8,10,3,Special Event,High
2025-01-02 11:00:00,Prayer Area,584,800,0.73,21.4,100,105,31.6,11,3,Weather Disruption,High
2025-01-02 11:10:00,Emergency Exit,408,600,0.68,19.3,104,88,18.7,11,3,Peak Hour,High
2025-01-02 11:20:00,Food Court,1372,1200,1.143,24.8,99,114,32.2,11,3,Peak Hour,High
2025-01-02 11:30:00,Gate B,872,1000,0.872,25.5,78,97,31.1,11,3,Weather Disruption,High
2025-01-02 11:40:00,Parking Area,1227,1500,0.818,21.9,83,51,28.2,11,3,Peak Hour,High
2025-01-02 11:50:00,Gate B,278,1000,0.278,12.3,21,11,26.9,11,3,Maintenance Window,Low
2025-01-02 12:00:00,Gate B,514,1000,0.514,16.8,24,24,40.0,12,3,Normal Day,Medium
2025-01-02 12:10:00,Main Hall,2423,4000,0.606,20.0,30,1,31.1,12,3,Normal Day,Medium
2025-01-02 12:20:00,Main Hall,4264,4000,1.066,21.6,97,32,28.8,12,3,Special Event,High
2025-01-02 12:30:00,Emergency Exit,329,600,0.548,19.7,47,10,33.1,12,3,Maintenance Window,High
2025-01-02 12:40:00,Parking Area,1832,1500,1.221,27.4,152,111,33.7,12,3,Special Event,High
2025-01-02 12:50:00,Service Corridor,510,500,1.02,25.7,109,118,37.5,12,3,Weather Disruption,High
2025-01-02 13:00:00,Food Court,742,1200,0.618,15.2,88,99,30.2,13,3,Weather Disruption,Medium
2025-01-02 13:10:00,Food Court,946,1200,0.788,17.2,78,68,41.9,13,3,Weather Disruption,High
2025-01-02 13:20:00,Prayer Area,676,800,0.845,23.0,81,48,25.3,13,3,Peak Hour,High
2025-01-02 13:30:00,Main Hall,3409,4000,0.852,24.9,66,69,36.9,13,3,Weather Disruption,High
2025-01-02 13:40:00,Emergency Exit,430,600,0.717,16.0,89,94,18.9,13,3,Peak Hour,High
2025-01-02 13:50:00,Gate B,873,1000,0.873,24.9,84,69,21.9,13,3,Peak Hour,High
2025-01-02 14:00:00,Gate B,403,1000,0.403,11.5,31,7,29.1,14,3,Normal Day,Low
2025-01-02 14:10:00,Gate B,866,1000,0.866,24.0,94,127,32.7,14,3,Weather Disruption,High
2025-01-02 14:20:00,Prayer Area,538,800,0.672,14.5,58,85,32.5,14,3,Normal Day,Medium
2025-01-02 14:30:00,Gate B,765,1000,0.765,21.7,82,85,38.4,14,3,Weather Disruption,High
2025-01-02 14:40:00,Emergency Exit,750,600,1.25,26.2,128,95,32.9,14,3,Special Event,High
2025-01-02 14:50:00,Parking Area,820,1500,0.547,16.6,66,27,38.0,14,3,Maintenance Window,Medium
2025-01-02 15:00:00,Service Corridor,316,500,0.632,15.4,83,86,39.4,15,3,Weather Disruption,High
2025-01-02 15:10:00,Gate A,506,1000,0.506,15.2,45,20,32.5,15,3,Maintenance Window,Low
2025-01-02 15:20:00,Parking Area,482,1500,0.321,11.2,47,70,29.1,15,3,Normal Day,Low
2025-01-02 15:30:00,Prayer Area,744,800,0.93,26.1,87,87,30.2,15,3,Weather Disruption,High
2025-01-02 15:40:00,Parking Area,1303,1500,0.869,23.5,126,112,37.5,15,3,Weather Disruption,High
2025-01-02 15:50:00,Gate A,694,1000,0.694,19.9,83,92,34.5,15,3,Weather Disruption,High
2025-01-02 16:00:00,Emergency Exit,450,600,0.75,21.9,82,57,42.9,16,3,Weather Disruption,High
2025-01-02 16:10:00,Prayer Area,561,800,0.701,14.9,68,61,44.1,16,3,Weather Disruption,High
2025-01-02 16:20:00,Parking Area,1084,1500,0.723,20.6,86,88,27.3,16,3,Peak Hour,Medium
2025-01-02 16:30:00,Emergency Exit,402,600,0.67,15.0,88,84,49.9,16,3,Weather Disruption,Medium
2025-01-02 16:40:00,Parking Area,505,1500,0.337,9.9,51,11,31.2,16,3,Normal Day,Medium
2025-01-02 16:50:00,Gate A,997,1000,0.997,29.0,111,83,18.6,16,3,Special Event,High
2025-01-02 17:00:00,Gate B,318,1000,0.318,11.4,39,31,33.0,17,3,Normal Day,Low
2025-01-02 17:10:00,Gate B,272,1000,0.272,8.0,75,99,30.5,17,3,Normal Day,Low
2025-01-02 17:20:00,Food Court,1089,1200,0.907,24.1,108,91,28.9,17,3,Special Event,High
2025-01-02 17:30:00,Parking Area,1513,1500,1.009,22.1,111,79,30.6,17,3,Special Event,High
2025-01-02 17:40:00,Service Corridor,397,500,0.794,17.5,101,71,27.1,17,3,Peak Hour,High
2025-01-02 17:50:00,Gate B,840,1000,0.84,20.2,84,59,27.2,17,3,Peak Hour,High
2025-01-02 18:00:00,Main Hall,4132,4000,1.033,33.5,99,85,24.1,18,3,Special Event,High
2025-01-02 18:10:00,Emergency Exit,112,600,0.187,5.0,33,12,34.2,18,3,Maintenance Window,Low
2025-01-02 18:20:00,Service Corridor,130,500,0.26,9.9,18,49,35.6,18,3,Maintenance Window,Low
2025-01-02 18:30:00,Prayer Area,682,800,0.853,19.4,129,124,30.5,18,3,Special Event,High
2025-01-02 18:40:00,Emergency Exit,427,600,0.712,23.3,101,77,39.5,18,3,Weather Disruption,High
2025-01-02 18:50:00,Gate B,404,1000,0.404,13.7,47,16,28.4,18,3,Normal Day,Low
